entrancia_id;regioes_id;contrib_id;tabeliao_id;substituto_id;cnpj;naoCNPJ;cei;codTJ;codCNJ;;nome;nomeFantasia;nomeResumido;endCep;arrAtividades;endNumero;endCidade;telefone1;telefone2;telefone2_whatsapp;email;endLogradouro;endBairro;formaCobranca;ativo;altUsuario;cadAnalise;encontradoTJ;emAcordo;retencaoTJ;pgRetencaoTJ
31;30;1;256;;5.537.200/0000-00;1;;11011;18.22-6;;CARTORIO 1º OFÍCIO REG. CIVIL;ICÓ - CARTORIO 1º OFÍCIO REG. CIVIL;ICÓ - CARTORIO 1º OFÍCIO REG. CIVIL;27;27;;2305407;(88) 3561-1431;(88) 9655-6059;0;oficioico1@hotmail.com;AV NOGUEIRA ACIOLY 1691;CENTRO;2;Sim;6;0;1;0;1;1
31;30;6;257;;5.537.210/0000-00;1;;11012;17.67-3;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;ICÓ - CARTÓRIO 2º OFÍCIO REG. IMÓVEIS - CARTÓRIO PEIXOTO DOS SANTOS;ICÓ - CARTÓRIO 2º OFÍCIO REG. IMÓVEIS - CARTÓRIO PEIXOTO DOS SANTOS;25;25;;2305407;(88) 3561-4035;;0;cartorio.peixoto@hotmail.com;AV.JOSEFA NOGUEIRA MONTEIRO 1970;CENTRO;2;Sim;6;0;1;0;0;1
31;30;1;731;;2.523.490/0000-00;1;;11013;16.76-6;;CARTÓRIO DE REG. CIVIL DO DISTRITO DE CRUZEIRINHO;ICÓ - CARTORIO DO REGISTRO CIVIL DE CRUZEIRINHO;ICÓ - CARTORIO DO REGISTRO CIVIL DE CRUZEIRINHO;29;29;;2305407;(88) 9604-5187;;0;dsousamarques@gmail.com;VILA CRUZEIRINHO, 21;ZONA RURAL;2;Sim;11;0;1;0;1;1
31;30;1;732;;9.493.380/0000-00;1;;11015;11.01-5;;CARTORIO DO REGISTRO CIVIL DO DISTRITO DE PEDRINHAS;ICÓ - CARTORIO DO REGISTRO CIVIL DO DISTRITO DE PEDRINHA;ICÓ - CARTORIO DO REGISTRO CIVIL DO DISTRITO DE PEDRINHA;29;29;;2305407;(88) 3561-2558;(88) 9928-5022;0;didapedrinhas@hotmail.com;VILA PEDRINHAS, 55. CAIXA POSTAL 01;ZONA RURAL;2;Sim;11;0;1;0;1;1
31;30;1;260;;12.473.500/0000-00;1;;11016;17.18-6;;CARTORIO REG. CIVIL DIST. LIMA CAMPOS;ICÓ - CARTORIO REG. CIVIL DIST. LIMA CAMPOS;ICÓ - CARTORIO REG. CIVIL DIST. LIMA CAMPOS;29;29;;2305407;(88) 9 9954-8822;;0;natalyevangelista@hotmail.com;AV.  ILÍDIO SAMPAIO, N 12;CENTRO;2;Sim;6;0;1;0;1;1
31;30;1;261;;5.716.960/0000-00;1;;12011;18.07-7;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO ALVES DA SILVA;CARTÓRIO ALVES DA SILVA;27;27;;2305506;(88) 3581-3229;;0;cartorioalvesdasilva@hotmail.com;RUA FLORIANO PEIXOTO, 510;CENTRO;2;Sim;0;0;1;0;1;1
31;30;6;262;;5.717.000/0000-00;1;;12012;20.44-6;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO ASSUNÇÃO - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO ASSUNÇÃO - 2º OFÍCIO REG. IMÓVEIS;25;25;;2305506;(88) 9 9261-1110;;0;cartorioassuncaoiguatu@gmail.com;RUA - DR. JOÃO PESSOA, N° 664;CENTRO;2;Sim;7;0;1;0;0;1
31;30;1;733;;;0;;12017;19.07-5;;CARTORIO REG. CIVIL DIST. SUASSURANA;CARTÓRIO BANDEIRA;CARTÓRIO BANDEIRA;29;29;;2305506;(88) 3585-4008;;0;brunoalmeidacp@hotmail.com;RUA CARLOS MEDEIROS, 58. DISTRITO DE SUASSURA;CENTRO;2;Sim;11;0;1;0;1;1
31;30;1;264;;12.478.500/0000-00;1;;12014;16.28-7;;CARTORIO REG. CIVIL DIST. JOSÉ DE ALENCAR;CARTORIO REG. CIVIL DIST. JOSÉ DE ALENCAR;CARTÓRIO BEZERRA;29;29;;2305506;(88) 9 8182-3289;;0;blum_rodrigo@hotmail.comcartorioalencar@gmail.com;RUA FRANCISCO HOLANDA MONTENEGRO, 415;CENTRO;2;Sim;7;0;1;0;1;1
31;30;1;734;;36.779.700/0000-00;1;;12015;18.81-2;;CARTORIO REG. CIVIL DIST. BARREIRAS;CARTÓRIO DO REG. CIVIL DO DISTRITO DE BARREIRAS;CARTÓRIO DO REG. CIVIL DO DISTRITO DE BARREIRAS;29;29;118;2305506;(88) 9 8169-1895;;0;cartoriobarreirasiguatu@outlook.com;RUA DO ASFALTO DISTRITO DE BARREIRAS - CE 060;VARJOTA;2;Sim;11;0;1;0;1;1
31;30;6;266;;2.796.030/0000-00;1;;12023;17.87-1;;CARTORIO 3º OFÍCIO REG. IMÓVEIS;CARTÓRIO DONA CLARA - 3º OFÍCIO DE N.R.P.;CARTÓRIO DONA CLARA - 3º OFÍCIO DE N.R.P.;25;25;;2305506;(88) 3581-3566;;0;cartoriodonaclara@gmail.com;GALERIA GUSTAVO CORREIA LIMA, 38;CENTRO;2;Sim;6;0;1;0;0;1
31;30;1;652;;36.945.800/0000-00;1;;12018;15.85-9;;CARTORIO REG. CIVIL DIST. QUIXOÁ;CARTÓRIO NOBRE;CARTÓRIO NOBRE;29;29;339;2305506;(85) 9 9654-1533;(85) 9 9654-1533;1;nobre.debora@outllok.com;RUA PEDRO ALEXANDRINO;BARRO ALTO;2;Sim;7;0;1;0;1;1
31;40;1;653;;36.735.800/0000-00;1;;41011;19.47-1;;CARTORIO 1º OFÍCIO REG. CIVIL JOAQUIM AUGUSTO;CARTÓRIO 1º OFÍCIO REG. CIVIL;CARTÓRIO 1º OFÍCIO REG. CIVIL;27;27;168;2305605;(88) 3675-1214;(88) 9 9995-9513;0;independencia1oficio@gmail.com;RUA LUIS FERREIRA LOUREIRO,;CENTRO;2;Sim;7;0;1;0;1;1
31;40;8;269;;2.778.450/0000-00;1;;41019;17.91-3;;CARTORIO DE TERCEIRO OFICIO DA SEDE DA COMARCA DE INDEPENDENCIA;CARTORIO 3 OF REG IMOVEIS;CARTORIO 3 OF REG IMOVEIS;21,25,;21,25,;;2305605;(88) 9207-1105;;0;cartorio3oficioindependencia@gmail.com;R SANTO DUMONT, 106;CENTRO;2;Sim;6;0;1;0;0;1
20;40;1;;;;0;;41017;18.29-1;;CARTORIO REG. CIVIL DIST. EMATUBA;CARTORIO DO REGISTRO CIVIL DE EMATUBA;CARTORIO DO REGISTRO CIVIL DE EMATUBA;27;27;74;2305605;(88) 9 9305-4025;;0;cartorioematubace@gmail.com;RUA JOÃO FACUNDES BONFIM, 74 -   - CENTRO;CENTRO;2;Sim;11;0;1;0;1;1
31;40;8;270;;14.775.400/0000-00;1;;41012;17.81-4;;CARTÓRIO GILVAN PACÍFICO;INDEPENDENCIA - CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;INDEPENDENCIA - CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;25;25;;2305605;(88) 3675-1270;;0;cartoriogilvanpacifico@gmail.com;RUA SANTA TEREZINHA 574;CENTRO;2;Sim;6;0;1;0;0;1
31;40;1;735;;10.248.500/0000-00;1;;41013;20.76-8;;REGISTRO CIVIL DAS PESSOAS NATURAIS DIST. IAPI;REGISTRO CIVIL DAS PESSOAS NATURAIS;REGISTRO CIVIL DAS PESSOAS NATURAIS;29;29;;2305605;(88) 9938-9735;;0;vicen-jesus@hotmail.com;RUA MONSENHOR GALVÃO, S/N;ZONA RURAL;2;Sim;11;0;1;0;1;1
20;40;1;633;;35.045.500/0000-00;1;;109002;19.66-1;;CARTÓRIO OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO GETÚLIO DORNELLES;CARTÓRIO GETÚLIO DORNELLES;21;21;;2305654;(88) 3684-1185;;0;cartorioipaporanga@hotmail.com;RUA RAIMUNDO EVARISTO, 199-B;CENTRO;2;Sim;7;0;1;0;1;1
20;19;8;736;;5.715.370/0000-00;1;;71012;163.78-2;;CARTORIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO CASTELAR - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO CASTELAR - 2º OFÍCIO REG. IMÓVEIS;25;25;;2305704;(88) 3567-1569;;0;cartoriocastelar@hotmail.com;PRAÇA ADEMAR BARBOSA, 77;CENTRO;2;Sim;11;0;1;0;0;1
20;19;1;274;;9.444.530/0000-00;1;;71015;18.23-4;;CARTORIO REG. CIVIL DIST. FELIZARDO;CARTÓRIO SARAIVA;CARTÓRIO SARAIVA;29;29;;2305704;(88) 9 9698-3333;(88) 9 9964-0032;0;analucia1956@bol.com.br;TRAVESSA JOÃO BERNARDO VIEIRA, S/N;CENTRO;2;Sim;11;0;0;0;1;1
20;19;1;737;;5.715.390/0000-00;1;;71011;17.36-8;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO SOUZA MARTINS;27;27;;2305704;(88) 9698-4000;;0;cartorioipaumirim@hotmail.com;RUA CEL. GUSTAVO LIMA 30A;CENTRO;2;Sim;11;0;1;0;1;1
31;119;6;276;11;5.614.890/0000-00;1;;13012;16.23-8;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS - ARAGÃO;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS - ARAGÃO;25;25;;2305803;(88) 3683-3660;;0;cartorioaragaoipu@hotmail.com;RUA CEL LIBERALINO, 1088;CENTRO;2;Sim;6;0;1;0;0;1
31;119;1;277;;5.614.870/0000-00;1;;13011;20.45-3;;CARTÓRIO 1º OFÍCIO REG. CIVIL;CARTÓRIO TAVARES 1º OFÍCIO;CARTÓRIO TAVARES 1º OFÍCIO;27;27;;2305803;(88) 3683-1255;;0;cartoriotavares@hotmail.com;RUA MAJOR LIBERALINO, 1051. LOJA 02;CENTRO;2;Sim;0;0;1;0;1;1
20;40;1;278;;5.614.840/0000-00;1;;42011;16.26-1;;CARTÓRIO 1º OFÍCIO REG. CIVIL;CARTÓRIO BENTO FILHO;CARTÓRIO BENTO FILHO;27;27;;2305902;(88) 3685-1217;;0;cartoriobentofilho@yahoo.com.br;RUA CAMARAL RODRIGUES MOREIRA, 76;CENTRO;2;Sim;0;0;1;0;1;1
20;40;7;622;;5.614.850/0000-00;1;;42012;16.39-4;;CARTÓRIO 2º OFÍCIO REG. IMOVEIS;CARTÓRIO ARQUIMEDES BUCAR - 2º Ofício de Notas e Registro de Imóveis de Ipueiras-CE;CARTÓRIO CATUNDA SOBRINHO - 2º OFÍCIO REG. IMÓVEIS;25;25;;2305902;(88) 3685-1376;(88) 9 8191-1376;0;2cartoriodeipueiras@gmail.com;RUA VICENTE FERREIRA LIMA 24;CENTRO;2;Sim;11;0;1;0;0;1
20;40;1;280;;10.462.400/0000-00;1;;42016;19.93-5;;CARTORIO REG. CIVIL DO DIST. ENG. JOÃO TOMÉ;CARTÓRIO DE ENGENHEIRO JOÃO TOMÉ;CARTÓRIO DE ENGENHEIRO JOÃO TOMÉ;29;29;;2305902;(88) 3685-1179;;0;antoniaeliasponte@hotmail.com;RUA DR. BRANDÃO, S/N;CENTRO;2;Sim;7;0;1;0;1;1
20;40;1;;;;0;;42018;135.78-0;;CARTORIO REG. CIVIL DIST. LIVRAMENTO;CARTÓRIO DE LIVRAMENTO;CARTÓRIO DE LIVRAMENTO;27;27;;2305902;(88) 3685-1179;;0;antoniaeliasponte@hotmail.com;RUA JOSÉ MARIANO DE MELO,  -   - DISTRITO;CENTRO;2;Sim;11;0;1;0;1;1
20;40;1;;;;0;;42014;146.99-3;;CARTORIO REG. CIVIL DIST. S J DAS LONTRAS;CARTÓRIO DE SÃO JOSÉ DE LONTRAS;CARTÓRIO DE SÃO JOSÉ DE LONTRAS;27;27;;2305902;(88) 3685-5045;;0;cartoriosjlontras@gmail.com;RUA IRMÃS FREITAS,  - DISTRITO SÃO JOSÉ DE LONTRAS -;DIS. SÃO JOSÉ DE LONTRAS;2;Sim;11;0;1;0;1;1
20;40;1;;;;0;;42015;136.91-1;;CARTORIO REG. CIVIL DIST. AMÉRICA;CARTÓRIO DO DISTRITO DE AMÉRICA;CARTÓRIO DO DISTRITO DE AMÉRICA;27;27;53;2305902;(88) 3685-5002;;0;cartorionf@gmail.com;RUA ERNESTO BEZERRA DA SILVA , 53 -  - NOVA FÁTIMA;NOVA FÁTIMA;2;Sim;11;0;1;0;1;1
20;40;1;;;41.418.300/0000-00;1;;42013;146.98-5;;CARTORIO REG. CIVIL DIST. MATRIZ S. GONÇALO;CARTÓRIO DO DISTRITO DE MATRIZ DE SÃO GONÇALO;CARTÓRIO DO DISTRITO DE MATRIZ DE SÃO GONÇALO;126,27,;126,27,;;2305902;(88) 9 8190-3876;;0;contato@cartoriomartinsipueiras.com.br;RUA ESTEVÃO MARTINS DE MELO, 265 -  DISTRITO DE MATRIZ DE SÃO GONÇALO - DISTRITO;ZONA RURAL;2;Sim;11;0;1;0;1;1
20;40;1;281;;10.604.400/0000-00;1;;42019;20.64-4;;CARTORIO REG. CIVIL DIST. NOVA FÁTIMA;CARTÓRIO DO DISTRITO DE NOVA FÁTIMA;CARTÓRIO DO DISTRITO DE NOVA FÁTIMA;29;29;;2305902;(88) 3685-5002;(88) 3685-5045;0;cartorionf@gmail.com;RUA ERNESTO BEZERRA DA SILVA, 53;NOVA FÁTIMA;2;Sim;7;0;1;0;1;1
20;40;1;282;;6.047.200/0000-00;1;;42017;20.02-4;;CARTORIO REG. CIVIL DIST. GÁZEA;CARTÓRIO MARTINS;CARTÓRIO MARTINS;29;29;;2305902;(88) 3685-6126;;0;romeroipuz@hotmail.com;RUA SANTO ANTONIO, S/N;VILA GÁZEA;2;Sim;7;0;1;0;1;1
20;44;1;283;;6.585.000/0000-00;1;;72011;19.42-2;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO DO 1º OFÍCIO;CARTÓRIO DO 1º OFÍCIO;27;27;;2306009;(88) 9 9974-0602;(88) 9 9974-0602;0;cartorio_guerra@hotmail.com;RUA JOSÉ DE HOLANDA MORAES, 44;CENTRO;2;Sim;0;0;1;0;1;1
20;44;7;284;;6.584.970/0000-00;1;;72012;17.71-5;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO JOÃO NOGUEIRA - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO JOÃO NOGUEIRA - 2º OFÍCIO REG. IMÓVEIS;25;25;;2306009;(88) 3428-1176;;0;cartoriojoaonogueira2oficio@hotmail.com;RUA GERVASIO HOLANDA GUERRA, 1385;CENTRO;2;Sim;6;0;1;0;0;1
20;48;1;738;;17.650.000/0000-00;1;;110004;135.80-6;;CARTORIO REG. CIVIL DIST. DE MISSI;CARTÓRIO DO REGISTRO CIVIL DO DISTRITO DO MISSI;CARTÓRIO DO REGISTRO CIVIL DO DISTRITO DO MISSI;29;29;;2306108;(88) 3635-1136;;0;santana_rsl@hotmail.com;RUA LUIS DA MOTA E MELO, 596;MISSI;2;Sim;11;0;1;0;1;1
20;48;1;739;;23.489.900/0000-00;1;;110003;19.61-2;;CARTORIO REG. CIVIL DIST. DE JUÁ;CARTÓRIO MAGALHÃES BRAGA;CARTÓRIO MAGALHÃES BRAGA;29;29;;2306108;(88) 3635-1136;;0;santana_rsl@hotmail.com;RUA LUIS DA MOTA E MELO, 596;CENTRO;2;Sim;11;0;1;0;1;1
20;48;1;287;;23.490.000/0000-00;1;;110002;20.58-6;;CARTÓRIO OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO NOGUEIRA;CARTÓRIO NOGUEIRA;21;21;;2306108;(88) 3635-1136;;0;claudiarnl@hotmail.com;RUA LUIS DA MOTA E MELO, 596;CENTRO;2;Sim;0;0;1;0;1;1
20;58;1;650;;5.694.070/0000-00;1;;156002;16.73-3;;CARTORIO OFÍCIO DE NOTAS E REGISTROS;CARTORIO DE REGISTRO CIVIL ITAIÇABA-CE;CARTORIO DE REGISTRO CIVIL ITAIÇABA-CE;21;21;;2306207;(88) 3410-1366;;0;cartorioitaicaba@hotmail.com;RUA WILSON COSTA LIMA, 459;SÃO FRANCISCO;2;Sim;7;0;1;0;1;1
20;53;1;289;;2.518.890/0000-00;1;;167002;136.97-8;;CARTÓRIO OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO DE ITAITINGA;CARTÓRIO DE ITAITINGA;21,25,;21,25,;;2306256;(85) 3377-1333;;0;cartorioitai@hotmail.com;AV. CEL VIRGILIO TAVORA, 586;CENTRO;2;Sim;6;0;1;0;1;1
31;48;1;290;;23.489.900/0000-00;1;;14018;16.42-8;;CARTORIO REG. CIVIL DIST. IRATINGA;CARTÓRIO ANTÔNIO CUSTÓDIO DE MESQUITA;CARTÓRIO ANTÔNIO CUSTÓDIO DE MESQUITA;29;29;;2306306;(85) 3346-4039;(85) 9167-3949;0;itemesquita@gmail.com;RUA DEP. RAIMUNDO VIEIRA FILHO, 358;CENTRO;2;Sim;6;0;1;0;1;1
31;48;6;291;;6.579.600/0000-00;1;;14012;16.35-2;;CARTÓRIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO BRITO FIRMEZA - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO BRITO FIRMEZA - 2º OFÍCIO REG. IMÓVEIS;25;25;;2306306;(85) 3346-0157;(85) 9 9152-1122;0;cartoriobritofirmeza@hotmail.com;PRAÇA MAJOR RICARDO CARNEIRO, 78;CENTRO;2;Sim;11;0;1;0;0;1
31;48;1;292;;6.579.590/0000-00;1;;14011;20.24-8;;CARTÓRIO 1º OFÍCIO REG. CIVIL;CARTÓRIO DO 1º OFÍCIO DE ITAPAJE;CARTÓRIO DO 1º OFÍCIO DE ITAPAJE;27;27;;2306306;(85) 3346-2376;;0;cartoriozeliamota@gmail.com e cartoriozeliamotaplantao@gmail.com;RUA FELIPE SAMPAIO, 208. SALA 12;CENTRO;2;Sim;7;0;1;0;1;1
31;48;1;293;;23.489.900/0000-00;1;;14017;137.90-1;;CARTORIO REG. CIVIL DIST. CRUZ;CARTÓRIO JOAQUIM SOARES GUIMARÃES;CARTÓRIO JOAQUIM SOARES GUIMARÃES;29;29;;2306306;(85) 3346-2365;(85) 9118-4850;0;cartorio_aguai@ig.com.br;DISTRITO DE SANTA CRUZ;SANTA CRUZ;2;Sim;11;0;1;0;1;1
31;48;1;294;;1.855.970/0000-00;1;;14015;18.34-1;;CARTORIO REG. CIVIL DIST. BAIXA GRANDE;CARTÓRIO RAIMUNDA CARNEIRO LIRA - BAIXA GRANDE;CARTÓRIO RAIMUNDA CARNEIRO LIRA - BAIXA GRANDE;29;29;;2306306;(85) 9101-2568;;0;cartliraregcivil@gmail.com;DISTRITO DE BAIXA GRANDE, S/N;BAIXA GRANDE;2;Sim;7;0;1;0;1;1
31;48;1;295;;41.901.000/0000-00;1;;14019;135.81-4;;CARTORIO REG. CIVIL DIST. PITOMBEIRAS;CARTORIO REG. CIVIL DIST. PITOMBEIRAS;CARTORIO REG. CIVIL DIST. PITOMBEIRA;29;29;S/N;2306306;(85) 9 8168-2365;;1;cartoriodistpitombeira@gmail.com;RUA MOACIR PARAÍBA;PITOMBEIRA;2;Sim;8;0;1;0;1;1
31;48;1;296;;6.581.520/0000-00;1;;15011;15.91-7;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTORIO 1º OFÍCIO REG. CIVIL;CARTORIO 1º OFÍCIO REG. CIVIL;27;27;;2306405;(88) 3631-2207;;0;cartorioamelia@gmail.com;AV.ANASTACIO BRAGA, 557;CENTRO;2;Sim;0;0;1;0;1;1
31;48;1;740;;2.145.520/0000-00;1;;15021;18.00-2;;CARTÓRIO REG. CIVIL DIST. MARINHEIROS;CARTÓRIO DE MARINHEIROS;CARTÓRIO DE MARINHEIROS;29;29;;2306405;(85) 9609-8521;;0;larissemoura@me.com;Rua: Beira Mar, nº 2000, Baleia;ZONA RURAL;2;Sim;11;0;1;0;1;1
31;48;6;298;;6.581.530/0000-00;1;;15012;20.46-1;;CARTÓRIO DO 2º OFÍCIO DE ITAPIPOCA;CARTORIO MOURA -  2º OFÍCIO REG IMOVEIS;CARTORIO MOURA -  2º OFÍCIO REG IMOVEIS;25;25;;2306405;(88) 3631-2066;(88) 9 8181-7245;0;cartoriomoura@gmail.com;AV ANASTACIO BRAGA, 557;CENTRO;2;Sim;6;0;1;0;0;1
31;48;1;741;;21.914.600/0000-00;1;;15017;135.82-2;;CARTORIO REG. CIVIL DIST. ARAPARI;CARTORIO REG. CIVIL DIST. ARAPARI;CARTORIO REG. CIVIL DIST. ARAPARI;29;29;;2306405;(88) 3673-0150;(88) 9780-3266;0;cartorio.arapari@hotmail.com;Rua João Mariano da Cunha 001;ARAPARI;2;Sim;11;0;1;0;1;1
31;48;1;742;;22.320.300/0000-00;1;;15018;18.82-0;;CARTORIO REG. CIVIL DIST. BARRENTO;CARTORIO REG. CIVIL DIST. BARRENTO;CARTORIO REG. CIVIL DIST. BARRENTO;29;29;;2306405;(88) 9912-4528;;0;cartoriooscarteixeira@gmail.com;FAZENDA VELHA, S/N;ZONA RURAL;2;Sim;11;0;1;0;1;1
31;48;1;743;;18.473.400/0000-00;1;;15019;137.76-0;;CARTORIO REG. CIVIL DIST. CRUXATI;CARTORIO REG. CIVIL DIST. CRUXATI;CARTORIO REG. CIVIL DIST. CRUXATI;29;29;;2306405;(88) 3673-3026;;0;cartoriodecruxati@gmail.com;RUA JOSÉ RAIMUNDO DOS SANTOS, 19;BETANIA;2;Sim;11;0;1;0;1;1
31;48;6;302;;2.810.680/0000-00;1;;15025;20.32-1;;CARTÓRIO 3º OFÍCIO REG. IMÓVEIS;ITAPIPOCA - CARTORIO 3º OFÍCIO REG. IMÓVEIS;ITAPIPOCA - CARTORIO 3º OFÍCIO REG. IMÓVEIS;25;25;;2306405;(88) 3631-1788;;0;cartoriogomes@hotmail.com;RUA INOCENCIO BRAGA, 370;CENTRO;2;Sim;6;0;1;0;0;1
20;75;7;303;;7.336.530/0000-00;1;;73012;17.24-4;;CARTORIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO FLÁVIO MENEZES - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO FLÁVIO MENEZES - 2º OFÍCIO REG. IMÓVEIS;25;25;;2306504;(88) 9915-6154;;0;cartorioflaviomenezesitapiuna@hotmail.com;RUA ANTONIO NICODEMOS AMORIM, S/N;CENTRO;2;Sim;6;0;1;0;0;1
20;75;1;744;;12.459.900/0000-00;1;;73015;19.78-6;;CARTORIO REG. CIVIL DIST. PALMATÓRIA;CARTÓRIO MARQUES;CARTÓRIO MARQUES;29;29;;2306504;(88) 9 9942-6883;;0;cartoriomarques05@gmail.com;PRAÇA JOSE GOMES DE MATOS, 27;CENTRO;2;Sim;11;0;1;0;1;1
20;75;1;745;;12.460.000/0000-00;1;;73013;19.82-8;;CARTORIO REG. CIVIL DIST. CAIO PRADO;CARTÓRIO OLIVEIRA;CARTÓRIO OLIVEIRA;29;29;;2306504;(88) 3431-2050;;0;cartoriodecaioprado@gmail.com;RUA CORIOLANO DA ROCHA, 10;CENTRO;2;Sim;11;0;1;0;1;1
20;75;1;746;;1.889.120/0000-00;1;;73011;17.53-3;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO PEDRO AGUIAR;CARTÓRIO PEDRO AGUIAR;27;27;;2306504;(85) 9 9926-9463;;0;cartoriodeitapiuna@gmail.com;RUA CEL JOÃO VIANA, 56;ALTO DAS UMBURANAS;2;Sim;11;0;1;0;1;1
20;75;1;747;;34.985.700/0000-00;1;;73014;19.78-6;;CARTORIO REG. CIVIL DIST. ITANS;CARTÓRIO SILVA;CARTÓRIO SILVA;29;29;;2306504;(88) 3431-3042;;0;cartorioprimeirooficioitans@gmail.com;RUA RAIMUNDO VIDAL DE NEGUEIROS, S/N;CENTRO;2;Sim;11;0;1;0;1;1
20;48;1;308;;23.717.700/0000-00;1;;111002;20.30-5;;CARTÓRIO OFÍCIO DE NOTAS E REGISTROS;CARTÓRIO DE REGISTRO CIVIL DE ITAREMA (CARTÓRIO LA;CARTÓRIO DE REGISTRO CIVIL DE ITAREMA (CARTÓRIO LA;21;21;;2306553;(88) 3667-1962;;0;cartoriolaura@yahoo.com.br;RUA JOÃO AMANCIO , S/N;CENTRO;2;Sim;0;0;1;0;1;1
20;48;1;748;;16.501.900/0000-00;1;;111004;135.83-0;;CARTORIO REG. CIVIL DIST. ALMOFALA;CARTÓRIO LOPES GOMES;CARTÓRIO LOPES GOMES;29;29;;2306553;(88) 3667-2001;(88) 9964-0709;0;cartorio.almofala@yahoo.com.br;Av. João Agostinho do Nascimento;CENTRO;2;Sim;11;0;1;0;1;0
20;75;1;310;;12.359.900/0000-00;1;;124004;20.82-6;;CARTORIO REG. CIVIL DIST. LAGOA DO MATO;CARTÓRIO DO REGISTRO CIVIL DE LAGOA DO MATO;CARTÓRIO DO REGISTRO CIVIL DE LAGOA DO MATO;29;29;;2306603;(88) 3436-3037;(85) 9746-6217;0;kadu_furtado@yahoo.com.br;AV.TRAJANO HONORATO , S/N;CENTRO;2;Sim;7;0;1;0;1;1
20;75;1;311;;1.386.500/0000-00;1;;124002;136.99-4;;CARTÓRIO 1º OFICIO REG. CIVIL;CARTÓRIO MARTINS CALIXTO - 1º OFÍCIO DE NOTAS E RE;CARTÓRIO MARTINS CALIXTO - 1º OFÍCIO DE NOTAS E RE;27;27;;2306603;(88) 3436-3087;;0;fatimaklixto@hotmail.com;AV. ANTONIO SABINO GUERRA, 74;CENTRO;2;Sim;0;0;1;0;1;1
20;75;7;312;;1.272.400/0000-00;1;;124003;19.85-1;;CARTORIO 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO PAIVA ARAÚJO - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO PAIVA ARAÚJO - 2º OFÍCIO REG. IMÓVEIS;25;25;;2306603;(88) 3436-1002;(88) 9 9797-4009;0;juramirpaiva@hotmail.com;RUA 25 DE MARÇO, S/N;CENTRO;2;Sim;7;0;1;0;0;1
20;75;1;313;;5.596.950/0000-00;1;;74011;17.56-6;;CARTORIO 1º OFÍCIO REG. CIVIL;CARTÓRIO FERNANDES - 1º OFÍCIO;CARTÓRIO FERNANDES - 1º OFÍCIO;27;27;;2306702;(85) 9 8121-7896;(85) 9 9907-1174;0;cartoriofernandesjtma@hotmail.com;AV. MARILÂNDIA, 157;CENTRO;2;Sim;6;0;1;0;1;1
20;75;7;314;;5.596.940/0000-00;1;;74012;16.09-7;;CARTORIO 2º OFÍCIO REG. IMOVEIS;CARTÓRIO PINHEIRO - 2º OFÍCIO REG. IMÓVEIS;CARTÓRIO PINHEIRO - 2º OFÍCIO REG. IMÓVEIS;25;25;;2306702;(88) 3576-1118;;0;cartoriopinheiro@hotmail.com;AV.  MARILÂNDIA, 329;CENTRO;2;Sim;6;0;1;0;0;1
20;44;1;315;;9.386.800/0000-00;1;;155004;137.00-0;;CARTORIO DO REGISTRO CIVIL DE POCO COMPRIDO;CARTORIO COSTA MACHADO;CARTORIO COSTA MACHADO;29;29;;2306801;(88) 3568-0469;;0;cartoriocostamachado@gmail.com;RUA PAULA CLOTILDE, 369;CENTRO;2;Sim;6;0;1;0;1;1
